experiment,plate,row,col,protect,path,plant,protect_od,path_od,date_ster,date_germ,date_inoc,date_process,light_dn,light_lx,temp_dn,MS,MES,pH,notes,plate_alias
2023-08-08_fluor,fluor_C_005_cropped,G,7,WCS365-L_neon,N2C3-_crim,col0,1E-06,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,H,7,WCS365-L_neon,MOCK-_crim,col0,1E-06,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,A,8,MOCK-_neon,N2C3-_crim,col0,0,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,B,8,MOCK-_neon,N2C3-_crim,col0,0,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,C,8,MOCK-_neon,N2C3-_crim,col0,0,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,D,8,MOCK-_neon,MOCK-_crim,col0,0,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,E,8,MOCK-_neon,N2C3-_crim,col0,0,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,F,8,MOCK-_neon,N2C3-_crim,col0,0,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,G,8,MOCK-_neon,N2C3-_crim,col0,0,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,H,8,MOCK-_neon,MOCK-_crim,col0,0,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,A,9,WCS365-L_neon,N2C3-_crim,col0,0.01,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,B,9,WCS365-L_neon,N2C3-_crim,col0,0.01,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,C,9,WCS365-L_neon,N2C3-_crim,col0,0.01,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,D,9,WCS365-L_neon,MOCK-_crim,col0,0.01,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,E,9,WCS365-L_neon,N2C3-_crim,col0,0.01,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,F,9,WCS365-L_neon,N2C3-_crim,col0,0.01,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,G,9,WCS365-L_neon,N2C3-_crim,col0,0.01,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,H,9,WCS365-L_neon,MOCK-_crim,col0,0.01,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,A,10,WCS365-L_neon,N2C3-_crim,col0,0.0001,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,B,10,WCS365-L_neon,N2C3-_crim,col0,0.0001,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,C,10,WCS365-L_neon,N2C3-_crim,col0,0.0001,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,D,10,WCS365-L_neon,MOCK-_crim,col0,0.0001,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,E,10,WCS365-L_neon,N2C3-_crim,col0,0.0001,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,F,10,WCS365-L_neon,N2C3-_crim,col0,0.0001,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,G,10,WCS365-L_neon,N2C3-_crim,col0,0.0001,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,H,10,WCS365-L_neon,MOCK-_crim,col0,0.0001,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,A,11,WCS365-L_neon,N2C3-_crim,col0,1E-06,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,B,11,WCS365-L_neon,N2C3-_crim,col0,1E-06,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,C,11,WCS365-L_neon,N2C3-_crim,col0,1E-06,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,D,11,WCS365-L_neon,MOCK-_crim,col0,1E-06,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,E,11,WCS365-L_neon,N2C3-_crim,col0,1E-06,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,F,11,WCS365-L_neon,N2C3-_crim,col0,1E-06,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,G,11,WCS365-L_neon,N2C3-_crim,col0,1E-06,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,H,11,WCS365-L_neon,MOCK-_crim,col0,1E-06,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,A,12,MOCK-_neon,N2C3-_crim,col0,0,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,B,12,MOCK-_neon,N2C3-_crim,col0,0,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,C,12,MOCK-_neon,N2C3-_crim,col0,0,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,D,12,MOCK-_neon,MOCK-_crim,col0,0,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,E,12,MOCK-_neon,N2C3-_crim,col0,0,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,F,12,MOCK-_neon,N2C3-_crim,col0,0,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,G,12,MOCK-_neon,N2C3-_crim,col0,0,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_005_cropped,H,12,MOCK-_neon,MOCK-_crim,col0,0,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Neon-N2C3Crim-C
2023-08-08_fluor,fluor_C_006_cropped,A,1,WCS365-L_crim,N2C3-_neon,col0,0.01,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,B,1,WCS365-L_crim,N2C3-_neon,col0,0.01,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,C,1,WCS365-L_crim,N2C3-_neon,col0,0.01,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,D,1,WCS365-L_crim,MOCK-_neon,col0,0.01,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,E,1,WCS365-L_crim,N2C3-_neon,col0,0.01,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,F,1,WCS365-L_crim,N2C3-_neon,col0,0.01,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,G,1,WCS365-L_crim,N2C3-_neon,col0,0.01,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,H,1,WCS365-L_crim,MOCK-_neon,col0,0.01,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,A,2,WCS365-L_crim,N2C3-_neon,col0,0.0001,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,B,2,WCS365-L_crim,N2C3-_neon,col0,0.0001,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,C,2,WCS365-L_crim,N2C3-_neon,col0,0.0001,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,D,2,WCS365-L_crim,MOCK-_neon,col0,0.0001,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,E,2,WCS365-L_crim,N2C3-_neon,col0,0.0001,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,F,2,WCS365-L_crim,N2C3-_neon,col0,0.0001,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,G,2,WCS365-L_crim,N2C3-_neon,col0,0.0001,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,H,2,WCS365-L_crim,MOCK-_neon,col0,0.0001,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,A,3,WCS365-L_crim,N2C3-_neon,col0,1E-06,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,B,3,WCS365-L_crim,N2C3-_neon,col0,1E-06,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,C,3,WCS365-L_crim,N2C3-_neon,col0,1E-06,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,D,3,WCS365-L_crim,MOCK-_neon,col0,1E-06,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,E,3,WCS365-L_crim,N2C3-_neon,col0,1E-06,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,F,3,WCS365-L_crim,N2C3-_neon,col0,1E-06,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,G,3,WCS365-L_crim,N2C3-_neon,col0,1E-06,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,H,3,WCS365-L_crim,MOCK-_neon,col0,1E-06,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,A,4,MOCK-_crim,N2C3-_neon,col0,0,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,B,4,MOCK-_crim,N2C3-_neon,col0,0,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,C,4,MOCK-_crim,N2C3-_neon,col0,0,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,D,4,MOCK-_crim,MOCK-_neon,col0,0,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,E,4,MOCK-_crim,N2C3-_neon,col0,0,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,F,4,MOCK-_crim,N2C3-_neon,col0,0,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,G,4,MOCK-_crim,N2C3-_neon,col0,0,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,H,4,MOCK-_crim,MOCK-_neon,col0,0,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,A,5,WCS365-L_crim,N2C3-_neon,col0,0.01,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,B,5,WCS365-L_crim,N2C3-_neon,col0,0.01,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,C,5,WCS365-L_crim,N2C3-_neon,col0,0.01,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,D,5,WCS365-L_crim,MOCK-_neon,col0,0.01,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,E,5,WCS365-L_crim,N2C3-_neon,col0,0.01,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,F,5,WCS365-L_crim,N2C3-_neon,col0,0.01,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,G,5,WCS365-L_crim,N2C3-_neon,col0,0.01,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,H,5,WCS365-L_crim,MOCK-_neon,col0,0.01,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,A,6,WCS365-L_crim,N2C3-_neon,col0,0.0001,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,B,6,WCS365-L_crim,N2C3-_neon,col0,0.0001,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,C,6,WCS365-L_crim,N2C3-_neon,col0,0.0001,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,D,6,WCS365-L_crim,MOCK-_neon,col0,0.0001,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,E,6,WCS365-L_crim,N2C3-_neon,col0,0.0001,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,F,6,WCS365-L_crim,N2C3-_neon,col0,0.0001,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,G,6,WCS365-L_crim,N2C3-_neon,col0,0.0001,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,H,6,WCS365-L_crim,MOCK-_neon,col0,0.0001,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,A,7,WCS365-L_crim,N2C3-_neon,col0,1E-06,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,B,7,WCS365-L_crim,N2C3-_neon,col0,1E-06,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,C,7,WCS365-L_crim,N2C3-_neon,col0,1E-06,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,D,7,WCS365-L_crim,MOCK-_neon,col0,1E-06,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,E,7,WCS365-L_crim,N2C3-_neon,col0,1E-06,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,F,7,WCS365-L_crim,N2C3-_neon,col0,1E-06,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,G,7,WCS365-L_crim,N2C3-_neon,col0,1E-06,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,H,7,WCS365-L_crim,MOCK-_neon,col0,1E-06,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,A,8,MOCK-_crim,N2C3-_neon,col0,0,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,B,8,MOCK-_crim,N2C3-_neon,col0,0,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,C,8,MOCK-_crim,N2C3-_neon,col0,0,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,D,8,MOCK-_crim,MOCK-_neon,col0,0,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,E,8,MOCK-_crim,N2C3-_neon,col0,0,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,F,8,MOCK-_crim,N2C3-_neon,col0,0,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,G,8,MOCK-_crim,N2C3-_neon,col0,0,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,H,8,MOCK-_crim,MOCK-_neon,col0,0,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,A,9,WCS365-L_crim,N2C3-_neon,col0,0.01,0.01,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,B,9,WCS365-L_crim,N2C3-_neon,col0,0.01,0.0001,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,C,9,WCS365-L_crim,N2C3-_neon,col0,0.01,1E-06,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
2023-08-08_fluor,fluor_C_006_cropped,D,9,WCS365-L_crim,MOCK-_neon,col0,0.01,0,2023-08-31,2023-08-03,2023-08-08,2023-08-15,12_12,110,23_23,0.5,0.5,5.8,,WCS365Crim-N2C3Neon-C
